// Andrews-Hanna,2011		 
// MNI-FSL		 
// S-S	 	 
// Stroop	
// avgAge=15.6
// Subjects=32		
36	-82	-3

// Ye, Z.,2009		
// MNI - spm5		
// I-C		
// SS 		
// Flanker task		
// Subjects=19		
-38	-42	46
-46	-58	-10
-44	-68	-8
54	-64	-12
42	-86	-2
28	-56	-32

// Vit髍iaPiai, 2013_1		
// mni-SPM 8		
// SSISRI>SSNSRN		
// mix SS SR		
// Picture-word interferencetaskstroop task simon task		
// Subjects=23		
32	16	-14
44	20	6
34	26	0
4	28	30
8	18	46
12	32	26

// Ochsner-2009		
// MNI -SPM2 		
// I>C		
// SS 		
// the Eriksen flanker task		
// Subjects=16		
-36	22	28
32	-6	44
10	-10	58
14	40	30
-56	20	24
36	22	16
-38	-6	42
34	2	28
58	-10	44
-16	12	50
-16	14	34
-8	22	46
-6	-6	40
-40	-66	50
-38	-26	-16
-32	-66	36
26	-20	34
14	18	46
14	2	58
-6	16	52
32	6	28
56	22	20
-52	16	16
14	62	12
-42	40	8
-42	-72	46

// Jiang,2014		
// MNI - SPM8		
// SSI>SSC		
// type8
// integrates variants of the classic Stroop task and Simon task(face-word task-		
// Subjects=21		
6	-28	34
-30	-58	55
-9	5	61
-42	-40	49
45	41	25
42	-79	1
30	-58	52
-24	-76	7
33	23	4
-39	8	-5
-45	32	16
-45	5	34
9	-70	49
-48	-58	-11

// Grandjean-2012		
// MNI -SPM8 		
// I>N		
// SS 		
// The Stroop tasks		
// Subjects=25		
-42	14	26
-54	20	34
-44	38	34
-24	4	68
-2	18	50
-34	20	2
32	22	4
30	24	-10
-24	-70	42
-32	-50	48
-8	-64	62
30	-50	44
-44	-86	-8
-48	-56	-20
-42	-68	-10
-54	-46	14
30	-64	-34
10	-76	-28
46	-52	-42
-38	-44	46
-54	16	36
-48	4	48
-44	12	28
-40	-50	-22
-36	-64	-18
-40	-84	-18

// Basten,2011		
// MNI-SPM5		
// I>C		
// SS		
// stoop		
// Subjects=46		
-42	6	30
42	6	26
52	18	4
2	16	48
-30	-62	42
36	-46	42
56	-48	-14
-48	-62	-16
-16	2	2
12	6	0
12	-76	-28

// Korsch,2014		
// MNI - SPM5		
// SSISRI>SSCSRC		
// type8		
// Flanker task and Stimulus Response Conflict (SRC- task		
// Subjects=20		
34	34	-8
30	52	-11
56	6	42
12	22	-8
32	-38	72
36	-92	-5
-36	-74	-16
-30	-98	-8
6	12	8

// Li-2015		
// MNI-SPM		
// I>C		
// type5		
// Hedge and Marsh task		
// Subjects=24		
-32	22	8
-38	6	22
-52	30	32
40	18	6
32	20	6
46	-38	48
18	-68	50
8	16	48
28	6	52
-24	2	58
44	40	32
-24	-68	48
-44	-42	44
-4	-70	-26
4	-70	-26

// Robertson,B.D.,2015		
// MNI - spm5		
// SSI>SSC		
// SS		
// The number stroop task		
// Subjects=16		
21	5	25
-18	-4	19
-30	-1	10
66	-7	13
27	-7	1
-60	-4	1
-18	-22	19
-33	-34	46
-18	-58	-17
60	-58	-11
48	-22	-23
21	-25	-11
18	32	-17
-12	5	46
0	-91	22
-39	2	-17
-21	-19	-11
39	44	28
30	29	10
12	-19	4
21	-31	7
-42	-28	-17
39	-13	-23
3	-43	4
3	-34	28
-39	38	34
-36	-49	19
-54	-67	-11
48	50	13
24	-61	-14
0	-70	7
30	-82	-20
-36	-76	-23
-18	-31	4
-15	-46	-5
-45	-52	-5
-12	17	-11
24	-61	10
45	32	7
12	-88	-11
-24	-40	-29
21	-25	58
3	-49	61
		
// Kim,2012		
// MNI - SPM5		
// I-C		
// type8		
// arrow-word task		
// Subjects=16		
49	14	2
-32	26	6
42	9	32
39	29	36
8	9	48
-15	-12	70
-44	-1	34
6	11	41
28	-53	43
-41	-43	46
-31	-52	38
-57	-42	35
48	-48	29
26	-69	32
52	-53	6
34	10	2
-32	12	1
-8	1	10
8	3	10
-20	1	13
12	2	3
12	-8	6

// Joseph A. King, 2012		
// MNI-SPM8		
// SSISRI>SSCSRC		
// type8		
// a variant of the Eriksen flanker task		
// Subjects=25		
-30	-12	58
-6	0	56
-40	-46	48
42	-48	44
-26	-66	38
52	4	36
-36	24	22
42	16	-10
54	-56	-16

// Fechir-2010		
// MNI - SPM5		
// I>C		
// SS		
// the Colour Word Interference Test		
// Subjects=16		
-27	-63	45
-12	-60	57
-39	3	33
-48	12	27
-3	9	51
-39	33	21
-24	-66	42
-30	-51	51
-12	-60	57
-3	9	51

// Fruhholz-2011		
// MNI- SPM5		
// SSISRC>SSCSRC		
// mix SS SR 		
// a combined Flanker and Simon		
// Subjects=24		
-8	22	27
-8	12	43
-26	-14	59
28	-6	64
-38	20	0
60	20	8
28	22	5
60	0	32
-20	-58	48
-16	-80	48
26	-60	59
60	-18	37
-46	-34	56
-62	-28	35
48	-2	3
60	-18	11
50	-38	0
-32	-82	-13
-30	-68	-16
38	-70	-19
-2	-28	-8
6	-16	-5
10	44	35
10	12	40
-28	-12	56
30	-4	64
42	54	13
60	6	35
50	8	3
36	20	0
-64	-32	27
-54	-20	48
-64	-26	11
-26	-96	-3
-32	-80	-13
-36	-68	-16
36	-76	-16
2	-28	-8

// McNab,2008		
// MNI - SPM2		
// I>C		
// type8		
// Flanker Task		
// Subjects=11		
30	-54	45
39	-45	51
-3	27	18
-24	27	9
-15	27	9

// Forstmann,2008		
// MNI - FSL	
// SSI>SSN		
// SR		
// Simon task		
// Subjects=24		
-30	-82	18
-38	-66	46
22	-78	56
54	12	32
66	-56	16
10	-80	4

// Sebastian-2013b		
// MNI-SPM		
// I>C		
// type8		
// *\u2192		
// Subjects=21		
48	23	-5
42	23	7
36	-1	52
48	11	28
24	-1	52
42	-4	43
12	5	70
-3	11	49
12	17	34
-24	2	55
-42	26	25
-27	-1	58
-24	-61	52
-39	-37	43
12	-58	49
-12	-64	49
48	-40	31
-21	-79	31
36	-76	28
-27	-76	25
15	-19	19
-27	-16	10
-15	-10	10
15	-16	16

// Roberts-2008		
// MNI -SPM99 		
// SSI>SSN		
// SS 		
// Related Visual Stroop Tasks		
// Subjects=16		
-45	27	20
-48	18	20
48	15	24
45	12	40
-6	30	48
-30	9	56
-39	0	56
-30	-72	36
-12	-78	48
30	-72	40
6	-72	44
24	30	-16

// Kim-2014		
// MNI - SPM5		
// I>C		
// SS 		
// the Stroop color-word task		
// Subjects=18		
-34	16	-6
40	20	-2
-48	12	28
48	12	24
6	26	34
-58	-42	36
62	-40	38
-26	-58	-24

// David C. Zhu, 2010		  
// Talairach-AFNI 		  
// SSISRI>SSCSRC		  
// mix SS SR		  
// the flanker task		  
// Subjects=22
58.4	27.11	15.5
37.26	8.56	45.49
-25.41	3.24	54.12
43.97	-79.67	4.25
40.06	-83.59	46.34
35.46	-51.43	55.91
-33.61	-87.19	7.33
-26.39	-73.59	36.12

// Ansari,2006		  
// Talairach-Brain Voyager QX 1.2.6		  
// SS		  
// I-C		  
// numerical size congruity paradigm		  
// Subjects=14
13.61	-29.28	53.84
-20.69	-30.21	51.03
60.31	-33.59	43.49
8.83	-17.11	44.33
12.94	28.83	31.28
6.92	52.09	19.88
-23.97	52.31	16.8
29.62	56.97	12.25
46.8	39.56	8.6
-28.5	41.71	14.98
-11.83	-35.3	31.67
33.66	-19.81	24.18
-11.83	-35.3	31.67
33.66	-19.81	24.18
25.51	-15.45	16.11
8.2	-4.36	8.33
-4.48	-8.2	-.74
37.55	15.4	-7.04
-33.14	2.4	-3.16
37.12	48.15	-23.97
-23.23	15.46	-23.19
-25.38	-8.43	-22.75
-28.01	24.12	-33.34

// Hazeltine-2000		  
// Talairach -SPM96 		  
// I>C		  
// SS 		  
// The flanker tasks		  
// Subjects=8
62.67	21.51	17.81
-17.21	14.44	64.27
-23.64	-21.9	81.41
-47.31	-24.78	52.41

// Aarts,2008		  
// Talairach - SPM99		  
// I>C		  
// Type8		  
// manual arrow-word version of the Stroop task		  
// Subjects=12
9.8	18.26	30.02
-32.54	11.16	-9
44.51	8.5	30.86
-3.37	9.68	62.26
-24.17	2.2	60.5
27.82	6.59	61.95
6.48	-16.46	29.12
-48.17	-35.42	64.52
-38.13	-38.41	45.89
-59.13	-47.74	33.15
-66.02	-25.86	40.55
72.28	-26.59	25.37
-13.34	-58.57	67.9
21.39	-61.02	71.14
31.63	-44.2	67.66
-23.85	-70.54	59.12
14.61	-41.89	82.84
17.26	-63.24	37.66
38.1	-51.79	42.45
54.93	-66.62	14.54
-66.41	-50.87	15.05
-27.8	-67.56	36
-24.04	-75.73	48.77
41.59	-73.08	38.82
0.04	-73.42	40.08
-7.73	-91.51	-5.42
23.65	-107.37	0.46
6.43	-92.28	9.44
-11.43	-18.18	-.27
19.65	-7.89	-3.12
25.91	-67.46	-49.98
12.58	8.8	-6.07

// Ardi Roelofs, 2006		  
// Talairach-BrainVoyager 2000 and BrainVoyager QX		  
// SSISRI>SSCSRC		  
// mix SS SR		  
// the Stroop-like tasks(respond to word-		  
// Subjects=12
-7	27.88	71.97
-4.64	14.21	71.78
-19.77	4.97	49.93
-22.73	61.76	26.4
-50.24	19.26	4.34
63.93	38.64	8.37
-53.91	-35.21	43.89
53.62	-33.1	54.83
1.16	29.81	8.84

// Milham-2002		  
// Talairach -MedX3.2 		  
// SSI>(SSC/SSN)		  
// SS 		  
// The Stroop tasks		  
// Subjects=12
-52.87	51.8	-6.24
50.11	21.46	-5.87
7.62	23.22	54.91
-16.75	-63.29	72.94
4.78	43.92	26.35
7.3	29.51	36.3
-45.46	38.56	25.93
-49.9	22.96	28.73
-42.7	14.53	47.55
-51.4	-29.25	60.33
-39.72	-38.38	74.17

// Mitchell, R. L.,2005		  
// Talairach - spm2		  
// SSI>SSN		  
// SS 		  
// Colour Stroop		  
// Subjects=15
18.98	59.35	-20.85
-42.89	30.57	-2.29
-53.68	41.41	-19.15
-19.28	61.15	-27.65
-31.44	21.91	48.15
-17.5	11.98	49.63
-27.3	-58.38	63.22
-23.96	-70.24	54.03

// John G. Kerns , 2006		  
// Talairach-FSL		  
// I>C		  
// SR		  
// the Simon  task		  
// Subjects=26
-5.12	13.13	51.07
-46.4	-48.36	60.17
49.49	-30.74	61.99
-42.8	39.79	27.64
39.57	48.99	27.27

// George Bush, 1998		  
// Talairach - Kolmogorov-Smirnov (KS-		  
// SSI>SSN		  
// SS 		  
// the Counting Stroop		  
// Subjects=9
51.64	38.89	26.15
-50.05	26.11	19.42
16.41	18.5	30.48
-61.4	1.36	15.2
-42.78	1.76	38.5
51.62	-51.83	-8.25
-28.47	-64.16	53.33

// Fan,2003		  
// Talairach - SPM99		  
// I-C		  
// SS 		  
// Color-word Stroop task		  
// Subjects=12
59.33	41.3	-28.68
-54.06	-32.94	59.18
-.74	-52.18	63.81
-28.45	64.13	-22.91
77.17	-25.41	38.86
50.88	-21.43	-3.97
61.05	-41.98	37.42
-41.66	36.06	2.93
-46.11	-24.86	-3.06
-12.46	-80.1	49.26
49.16	34.01	38.51
7.41	-92.59	0.66
50.24	-5.46	-32.18
-2.12	50.81	19.16
-40.56	-50.31	36.88
47.91	-20.09	-36.9
-16.72	37.04	-20.64
66.83	3.24	-9.1
-46.55	2.5	-18.3
-55.07	-15.37	13.04
-12.03	76.06	-8
73.58	-17.42	-23.02
1.46	-69.83	54.48
-39.04	41.19	19.52
-4.94	56.04	-4.42

// Markus Ullsperger, 2001		  
// Talairach-LIPSIA		  
// SSISRI>SSCSRC		  
// mix SS SR		  
// A speeded modified flankers task		  
// Subjects=12
7.24	40.99	36.82
7.31	30.81	37.33
-2.73	6.64	44.24
35.32	23.15	-.82
53.04	2.98	29.81
58.71	14.72	31.42
45.06	11.41	33.56
55.14	18	23.41
49.14	18.49	4.68
59.36	18.05	0.76
35.15	18.89	-13.85
52.12	40.36	-16.7
-36.61	22.36	0.98
-37.85	11.61	-9.66
-33.14	-1.29	-5.03
27.39	55.09	15.13
54.98	35.59	19.13
45.7	43.63	12.94
-39.97	49.54	15.14
-36.73	-20.02	52.14
50.3	-40.54	58.7
7.46	-20.65	28.69
13.53	16.99	-9.26
11.61	-32.27	-3.2
31.02	-32.06	-3.69
-13.45	-18.66	6.29
-10.21	-22.89	-6.83
55.69	-71.58	26.38
18.08	-56.81	37.21
4.93	-60.67	-1.89
28.58	-53.01	-21.3
-8.78	-65.81	-4.45
-34.15	-73.51	-22.57
-25.85	-89.51	-8.72

// Zurawska Vel Grajewska-2011		  
// Talairach -SPM5 		  
// SSI>SSC		  
// SS 		  
// flanker task		  
// Subjects=18
-41.71	30.78	-1.11
-33.01	0.75	79.92
-40.24	12.44	67.84
-61.95	-15.02	15.7
27.32	-61.65	-36
-42.67	-26.98	52.68

// Fan,2007		
// MNI - SPM2		
// I-C		
// type8		
// flanker		
// Subjects=20		
-52	24	26
22	34	42
-8	24	38
-38	-72	44
-32	42	32
8	-44	50
10	-16	48
6	-30	48

// Weiss, E. M.,2007		
// MNI - spm99		
// I-C		
// SS 		
// The modified Stroop task		
// Subjects=8		
-46	8	32
48	8	18
36	36	0
44	22	36
-6	12	36
-4	32	32
-48	-36	32
58	-46	23
42	-40	27
-32	-56	32
-60	-44	9
-28	-92	9
32	-72	27
-32	22	0

// Jin Fan, 2008		
// MNI-SPM 2		
// SSISRI>SSCSRC		
// mix SS SR		
// the flanker task		
// Subjects=16		
-6	-8	50
60	6	26
32	-54	46
-46	-60	0
-34	16	8
-54	-24	20
20	-26	2

// Harrison-2007		
// MNI-FSL		
// SSISRI>SSNSRC		
// SR		
// MIST		
// Subjects=14		
2	4	58
-2	10	52
0	2	52
0	14	50
0	12	44
-4	16	50

// Lutcke,2009		
// MNI - FSL&Matlab		
// I-C		
// SS		
// flanker		
// Subjects=12		
2	26	36
36	46	18
-28	-62	40
50	16	22
34	24	-6
-10	2	8
12	0	4

// Cieslik, 2010		
// MNI - SPM5		
// I-C		
// type2*		
// switch-hand		
// Subjects=24		
32	-50	46
-32	-45	45
26	-6	50
-30	-8	52
52	18	-4
-36	20	-2
38	45	22
60	-44	24
3	14	48
-4	-78	-32

// Sebastian.2012		
// MNI - SPM5		
// SSISRI>SSCSRC*		
// Simon type8		
// Simon task		
// Subjects=24		
-12	-12	45
0	3	48
48	18	-9
57	6	-6
51	6	0
-12	-57	42
6	-69	51
27	-45	63
-57	-3	3
-48	-57	3

// Ivanov,2012		
// MNI - SPM5		
// I-C		
// type8		
// Anticipation, Conflict(arrow flanker-, and Reward (ACR- task		
// Subjects=16		
8	20	48
-42	-46	-20
34	26	-6
10	-66	54
-24	-68	52
36	22	26
14	-14	10
34	-38	46
48	-68	0
		
// Verstynen,T.D.,2014		
// MNI - spm8		
// I-N		
// SS		
// The color-word Stroop task		
// Subjects=30		
-10	10	8
-54	-44	38
-32	22	0
-48	18	28
-56	-34	-8
-58	-50	28
-10	-14	-2
8	-68	44
6	16	60
14	12	4
48	40	-8
58	-54	40
30	18	-12
50	16	28
64	-30	-10
48	12	54
6	-16	-2
62	-48	20

// N. Georgiou-Karistianis, 2012		
// mni-FEAT version 5.98		
// SSISRI>SSCSRC		
